,files,emotion
1285,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202437.139_face.png,2
1286,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203715.693_face.png,2
1287,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203810.490_face.png,2
1288,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202949.876_face.png,2
1289,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (39)_face.png,2
1290,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202921.147_face.png,2
1291,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T184543.064_face.png,2
1292,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203926.266_face.png,2
1293,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/Z (2)_face.png,2
1294,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203727.077_face.png,2
1295,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202546.847_face.png,2
1296,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202927.341_face.png,2
1297,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203453.417_face.png,2
1298,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203013.873_face.png,2
1299,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203832.817_face.png,2
1300,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203711.861_face.png,2
1301,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203425.694_face.png,2
1302,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202614.731_face.png,2
1303,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202513.342_face.png,2
1304,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203421.197_face.png,2
1305,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203330.514_face.png,2
1306,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202927.668_face.png,2
1307,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203844.584_face.png,2
1308,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T000313.784_face.png,2
1309,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203946.564_face.png,2
1310,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T001223.233_face.png,2
1311,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T190233.190_face.png,2
1312,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202903.082_face.png,2
1313,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203443.151_face.png,2
1314,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202847.134_face.png,2
1315,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202444.849_face.png,2
1316,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202601.923_face.png,2
1317,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203342.387_face.png,2
1318,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203009.742_face.png,2
1319,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202848.378_face.png,2
1320,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203337.632_face.png,2
1321,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203339.914_face.png,2
1322,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202923.297_face.png,2
1323,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203027.672_face.png,2
1324,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/2Q__ (7)_face.png,2
1325,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202924.536_face.png,2
1326,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203914.329_face.png,2
1327,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T185835.897_face.png,2
1328,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T001303.072_face.png,2
1329,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202854.014_face.png,2
1330,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202945.357_face.png,2
1331,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202956.066_face.png,2
1332,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203926.630_face.png,2
1333,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202610.637_face.png,2
1334,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203017.023_face.png,2
1335,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202533.060_face.png,2
1336,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (20)_face.png,2
1337,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202943.404_face.png,2
1338,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202559.279_face.png,2
1339,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203423.123_face.png,2
1340,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202421.706_face.png,2
1341,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202613.520_face.png,2
1342,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (34)_face.png,2
1343,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T001246.319_face.png,2
1344,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202548.011_face.png,2
1345,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (87)_face.png,2
1346,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202448.032_face.png,2
1347,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203841.471_face.png,2
1348,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203728.117_face.png,2
1349,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202941.917_face.png,2
1350,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202422.250_face.png,2
1351,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202901.145_face.png,2
1352,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203741.344_face.png,2
1353,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (44)_face.png,2
1354,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203941.460_face.png,2
1355,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202441.671_face.png,2
1356,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203340.879_face.png,2
1357,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203351.876_face.png,2
1358,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202947.720_face.png,2
1359,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203338.614_face.png,2
1360,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202603.120_face.png,2
1361,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202916.783_face.png,2
1362,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203358.297_face.png,2
1363,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203332.627_face.png,2
1364,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203023.607_face.png,2
1365,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203320.619_face.png,2
1366,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202423.278_face.png,2
1367,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203729.263_face.png,2
1368,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202923.027_face.png,2
1369,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203348.980_face.png,2
1370,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202937.316_face.png,2
1371,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203831.746_face.png,2
1372,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202534.234_face.png,2
1373,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203330.989_face.png,2
1374,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202924.878_face.png,2
1375,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (50)_face.png,2
1376,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203318.273_face.png,2
1377,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T184455.742_face.png,2
1378,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203405.795_face.png,2
1379,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/9k__face.png,2
1380,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T184236.845_face.png,2
1381,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (71)_face.png,2
1382,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203914.731_face.png,2
1383,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203431.182_face.png,2
1384,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202946.482_face.png,2
1385,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202438.549_face.png,2
1386,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203324.932_face.png,2
1387,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202427.497_face.png,2
1388,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202435.201_face.png,2
1389,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203336.406_face.png,2
1390,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203902.776_face.png,2
1391,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T193948.970_face.png,2
1392,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202524.557_face.png,2
1393,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202605.463_face.png,2
1394,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202515.176_face.png,2
1395,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (65)_face.png,2
1396,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202959.515_face.png,2
1397,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203328.358_face.png,2
1398,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202531.862_face.png,2
1399,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203718.489_face.png,2
1400,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203414.740_face.png,2
1401,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203414.221_face.png,2
1402,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (49)_face.png,2
1403,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202848.663_face.png,2
1404,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202559.938_face.png,2
1405,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203823.148_face.png,2
1406,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203011.641_face.png,2
1407,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202444.497_face.png,2
1408,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202429.433_face.png,2
1409,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203356.759_face.png,2
1410,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202912.906_face.png,2
1411,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (33)_face.png,2
1412,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203405.326_face.png,2
1413,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203334.968_face.png,2
1414,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202620.534_face.png,2
1415,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203822.435_face.png,2
1416,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (27)_face.png,2
1417,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T185819.914_face.png,2
1418,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203356.022_face.png,2
1419,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203950.602_face.png,2
1420,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (94)_face.png,2
1421,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202606.287_face.png,2
1422,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203751.674_face.png,2
1423,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203910.927_face.png,2
1424,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203440.846_face.png,2
1425,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203930.556_face.png,2
1426,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202959.778_face.png,2
1427,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202533.308_face.png,2
1428,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (68)_face.png,2
1429,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202843.034_face.png,2
1430,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203802.717_face.png,2
1431,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202608.552_face.png,2
1432,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202537.949_face.png,2
1433,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202913.220_face.png,2
1434,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203319.633_face.png,2
1435,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203733.430_face.png,2
1436,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203424.684_face.png,2
1437,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T003706.642_face.png,2
1438,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203351.372_face.png,2
1439,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202925.467_face.png,2
1440,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203428.868_face.png,2
1441,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T190232.465_face.png,2
1442,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203011.292_face.png,2
1443,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202837.145_face.png,2
1444,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202858.122_face.png,2
1445,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202831.872_face.png,2
1446,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T195124.099_face.png,2
1447,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203401.756_face.png,2
1448,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202911.313_face.png,2
1449,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203833.566_face.png,2
1450,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202530.428_face.png,2
1451,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202533.912_face.png,2
1452,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202430.840_face.png,2
1453,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (63)_face.png,2
1454,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T182703.086_face.png,2
1455,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202840.348_face.png,2
1456,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203819.215_face.png,2
1457,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203424.171_face.png,2
1458,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T183535.803_face.png,2
1459,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203913.333_face.png,2
1460,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202427.006_face.png,2
1461,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203315.983_face.png,2
1462,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202511.894_face.png,2
1463,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203343.828_face.png,2
1464,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202428.578_face.png,2
1465,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203326.397_face.png,2
1466,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203436.221_face.png,2
1467,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203359.536_face.png,2
1468,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/2Q___face.png,2
1469,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (42)_face.png,2
1470,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202423.036_face.png,2
1471,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203444.560_face.png,2
1472,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202957.626_face.png,2
1473,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202955.411_face.png,2
1474,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203318.461_face.png,2
1475,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202952.459_face.png,2
1476,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203005.811_face.png,2
1477,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203346.938_face.png,2
1478,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203938.174_face.png,2
1479,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203336.676_face.png,2
1480,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203718.847_face.png,2
1481,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203409.867_face.png,2
1482,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202557.811_face.png,2
1483,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203446.579_face.png,2
1484,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203844.931_face.png,2
1485,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203313.830_face.png,2
1486,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203308.620_face.png,2
1487,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203414.470_face.png,2
1488,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203331.676_face.png,2
1489,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202617.331_face.png,2
1490,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202451.558_face.png,2
1491,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-05T231342.271_face.png,2
1492,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/9k_ (1)_face.png,2
1493,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202926.975_face.png,2
1494,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T184501.066_face.png,2
1495,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202552.122_face.png,2
1496,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202522.367_face.png,2
1497,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203403.523_face.png,2
1498,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202439.156_face.png,2
1499,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202911.605_face.png,2
1500,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202430.014_face.png,2
1501,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202607.737_face.png,2
1502,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202912.194_face.png,2
1503,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203407.220_face.png,2
1504,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203716.754_face.png,2
1505,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203342.835_face.png,2
1506,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203344.630_face.png,2
1507,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203347.215_face.png,2
1508,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203007.659_face.png,2
1509,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202930.530_face.png,2
1510,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202906.018_face.png,2
1511,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202435.450_face.png,2
1512,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203342.619_face.png,2
1513,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202437.400_face.png,2
1514,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203854.520_face.png,2
1515,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202450.119_face.png,2
1516,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203445.294_face.png,2
1517,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203325.167_face.png,2
1518,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T193831.229_face.png,2
1519,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203923.388_face.png,2
1520,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202443.919_face.png,2
1521,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T193843.569_face.png,2
1522,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202441.949_face.png,2
1523,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203420.822_face.png,2
1524,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T192053.114_face.png,2
1525,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202453.993_face.png,2
1526,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images (35)_face.png,2
1527,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203320.140_face.png,2
1528,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202917.061_face.png,2
1529,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202942.207_face.png,2
1530,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T202933.245_face.png,2
1531,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203413.573_face.png,2
1532,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203321.120_face.png,2
1533,/content/drive/MyDrive/HackUPC/data/Natrural_human_face/surprise/images - 2020-11-06T203307.600_face.png,2
